time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2013-06-12T15:12:11.320Z,19.3513333,-155.8036667,13.879,3.17,ml,44,61,,0.11,hv,hv60510971,2022-07-25T16:26:08.394Z,"13 km SSE of Honaunau-Napoopoo, Hawaii",earthquake,0.31,0.4,0.181,46,reviewed,hv,hv
2013-06-15T19:40:02.020Z,20.7371667,-159.1165,16.937,3.55,ml,5,271,,0.22,hv,hv60511921,2020-07-06T20:36:02.520Z,"122 km WSW of Ko Olina, Hawaii",earthquake,3.3,31.61,0.216,8,reviewed,hv,hv
2013-06-16T13:50:16.220Z,20.0571667,-155.8236667,23.903,3.18,ml,53,126,,0.1,hv,hv60512106,2022-07-25T16:36:35.810Z,"9 km N of Puako, Hawaii",earthquake,0.55,0.94,0.153,29,reviewed,hv,hv
2013-06-16T22:11:03.820Z,19.8718333,-155.5583333,29.583,3.21,ml,68,107,,0.09,hv,hv60512156,2022-07-25T16:39:47.882Z,"20 km SE of Waimea, Hawaii",earthquake,0.41,1.05,0.193,39,reviewed,hv,hv
2013-06-20T17:38:36.030Z,19.3383333,-155.2705,31.344,3.01,ml,69,78,,0.11,hv,hv60514101,2020-07-06T20:36:20.420Z,"12 km SSW of Volcano, Hawaii",earthquake,0.4,0.49,0.206,51,reviewed,hv,hv
2013-06-21T10:04:10.550Z,21.5963333,-157.0066667,34.505,4.47,ml,10,223,,0.2,hv,hv60514421,2020-07-06T20:36:20.230Z,"49 km N of Kualapu‘u, Hawaii",earthquake,2.41,4.83,0.151,17,reviewed,hv,hv
2013-06-29T07:22:41.010Z,19.3423333,-155.1158333,6.859,3.4,ml,66,120,,0.08,hv,hv60519406,2022-07-25T17:34:25.032Z,"13 km S of Fern Forest, Hawaii",earthquake,0.43,0.31,0.166,44,reviewed,hv,hv
2013-07-05T18:47:47.450Z,18.9663333,-155.3728333,17.07,3.03,ml,56,232,,0.09,hv,hv60522271,2020-07-06T20:36:35.960Z,"24 km ESE of Naalehu, Hawaii",earthquake,1.01,3.62,0.166,42,reviewed,hv,hv
2013-07-12T02:20:21.560Z,19.1863333,-155.1528333,40.313,3.02,ml,73,206,,0.11,hv,hv60524826,2020-07-06T20:35:52.790Z,"29 km SSE of Volcano, Hawaii",earthquake,0.67,0.56,0.178,39,reviewed,hv,hv
2013-07-17T13:01:20.930Z,19.192,-155.5111667,35.353,3.8,ml,61,88,,0.1,hv,hv60527611,2022-07-25T18:34:38.161Z,"3 km WSW of P?hala, Hawaii",earthquake,0.51,0.89,0.243,26,reviewed,hv,hv
2013-07-29T20:30:59.700Z,21.2783333,-157.6048333,32.698,3.69,ml,6,162,,0.09,hv,hv60534471,2022-07-25T19:20:50.925Z,"11 km ESE of Waim?nalo Beach, Hawaii",earthquake,1.6,1.52,0.179,12,reviewed,hv,hv
2013-08-02T06:41:50.760Z,19.3095,-155.4691667,11.83,3.28,ml,55,41,,0.1,hv,hv60535726,2020-07-06T20:37:34.120Z,"11 km N of P?hala, Hawaii",earthquake,0.31,0.46,0.184,49,reviewed,hv,hv
2013-08-11T15:54:05.430Z,19.3385,-155.2703333,30.864,4.85,ml,74,78,,0.12,hv,hv60521547,2022-07-25T20:10:10.869Z,"12 km SSW of Volcano, Hawaii",earthquake,0.32,0.43,0.235,42,reviewed,hv,hv
2013-08-11T16:06:48.120Z,19.3416667,-155.2646667,31.64,3.41,ml,65,75,,0.11,hv,hv60521562,2022-07-25T20:11:17.059Z,"11 km SSW of Volcano, Hawaii",earthquake,0.41,0.57,0.249,49,reviewed,hv,hv
2013-08-19T05:22:11.000Z,18.9817,-154.3947,40.8,3.2,ml,,309,0.683,0.92,us,usb000j68e,2022-03-10T00:59:25.034Z,"77 km SE of Leilani Estates, Hawaii",earthquake,,10,0.2,,reviewed,hv,hv
2013-08-24T08:20:21.860Z,19.2218333,-155.4575,36.266,3.19,ml,75,106,,0.1,hv,hv60528752,2020-07-06T20:38:54.250Z,"3 km NE of P?hala, Hawaii",earthquake,0.38,0.64,0.216,52,reviewed,hv,hv
2013-09-02T21:00:32.000Z,20.7697,-154.8338,37.4,3.9,ml,,262,0.862,0.67,us,usb000jg4k,2022-07-25T23:04:09.830Z,"96 km NNE of Laup?hoehoe, Hawaii",earthquake,,10.1,0.2,,reviewed,hv,hv
2013-09-26T18:36:02.650Z,19.3578333,-155.0843333,6.917,3.64,ml,66,136,,0.11,hv,hv60567461,2022-07-25T22:58:15.608Z,"13 km SSE of Fern Forest, Hawaii",earthquake,0.42,0.31,0.166,48,reviewed,hv,hv
2013-09-30T19:00:06.560Z,19.3835,-155.2411667,1.836,3.65,ml,57,39,,0.07,hv,hv60569521,2022-08-06T18:05:12.417Z,"6 km S of Volcano, Hawaii",earthquake,0.17,0.2,0.221,35,reviewed,hv,hv
2013-09-30T19:13:25.470Z,19.763,-156.5815,29.753,3.13,ml,37,246,,0.14,hv,hv60569551,2020-07-06T20:37:57.590Z,"62 km WNW of Kailua-Kona, Hawaii",earthquake,2.19,2.98,0.164,25,reviewed,hv,hv
2013-10-06T06:57:10.960Z,19.3415,-155.023,6.655,3.56,ml,64,200,,0.11,hv,hv60572546,2022-07-25T23:20:39.934Z,"17 km SW of Leilani Estates, Hawaii",earthquake,0.73,0.36,0.133,38,reviewed,hv,hv
2013-10-20T05:25:40.430Z,20.0335,-156.2406667,14.63,3.16,ml,42,304,,0.26,hv,hv60579686,2020-08-26T21:06:21.850Z,"42 km W of Puako, Hawaii",earthquake,2.14,24.09,0.212,19,reviewed,hv,hv
2013-10-20T21:44:28.030Z,19.1821667,-155.6078333,8.581,3.7,ml,61,73,,0.16,hv,hv60579891,2022-07-26T00:15:22.617Z,"12 km N of Wai‘?hinu, Hawaii",earthquake,0.28,0.41,0.204,49,reviewed,hv,hv
2013-11-11T23:33:28.040Z,19.1823333,-155.6823333,8.391,3.25,ml,50,73,,0.14,hv,hv60590396,2020-07-06T20:38:31.460Z,"14 km NNW of Wai‘?hinu, Hawaii",earthquake,0.34,0.63,0.184,41,reviewed,hv,hv
2013-11-25T14:37:43.660Z,19.3703333,-155.2411667,29.82,3.05,ml,62,52,,0.12,hv,hv60597151,2022-07-26T02:25:13.080Z,"8 km S of Volcano, Hawaii",earthquake,0.37,0.48,0.228,32,reviewed,hv,hv
2013-11-29T01:50:58.920Z,18.0002,-154.6115,25.4,4.1,ml,,329,1.448,0.26,us,usb000l7vq,2020-07-06T20:39:15.310Z,"156 km SE of Naalehu, Hawaii",earthquake,,10.4,0.2,,reviewed,us,hv
2013-12-07T12:06:15.310Z,19.2973333333333,-155.231666666667,7.56,3.06,ml,59,81,,0.09,hv,hv60602421,2020-08-15T03:30:40.430Z,"16 km S of Volcano, Hawaii",earthquake,0.27,0.34,0.163018578812803,45,reviewed,hv,hv
2013-12-08T08:27:17.040Z,19.5928333,-155.8643333,13.66,3.82,ml,58,75,,0.13,hv,hv60602746,2022-07-26T03:05:08.520Z,"8 km NE of Honalo, Hawaii",earthquake,0.46,0.44,0.174,41,reviewed,hv,hv
2013-12-09T12:29:40.350Z,19.3775,-155.0703333,7.307,3.19,ml,54,128,,0.1,hv,hv60603371,2020-07-06T20:39:31.340Z,"11 km SE of Fern Forest, Hawaii",earthquake,0.4,0.37,0.156,43,reviewed,hv,hv
2013-12-22T07:27:39.000Z,19.788,-156.157,20.951,3.18,ml,61,176,,0.13,hv,hv60608576,2022-07-26T03:49:36.800Z,"Hawaii region, Hawaii",earthquake,1.25,2.03,0.206,29,reviewed,hv,hv
2014-01-07T14:21:50.820Z,19.3898333,-155.4576667,4.904,3.12,ml,61,33,,0.13,hv,hv60617236,2022-07-26T04:47:28.716Z,"20 km N of P?hala, Hawaii",earthquake,0.25,0.66,0.19,44,reviewed,hv,hv
2014-01-27T12:23:50.560Z,19.3353333,-155.064,6.182,3.15,ml,72,170,,0.13,hv,hv60631926,2020-07-06T20:39:05.920Z,"16 km SSE of Fern Forest, Hawaii",earthquake,0.29,0.3,0.136,45,reviewed,hv,hv
2014-02-18T20:01:46.880Z,19.2805,-155.1378333,38.22,3.03,ml,50,187,,0.11,hv,hv60643211,2020-07-06T20:40:06.900Z,"20 km S of Fern Forest, Hawaii",earthquake,0.67,0.47,0.157,35,reviewed,hv,hv
2014-03-09T12:33:44.130Z,19.7696667,-155.8341667,13.601,3.06,ml,30,77,,0.11,hv,hv60652406,2022-03-10T00:59:38.693Z,"16 km ENE of Kalaoa, Hawaii",earthquake,0.53,0.46,0.17,28,reviewed,hv,hv
2014-03-09T20:44:07.680Z,19.3876667,-155.2465,1.689,3.61,ml,55,44,,0.08,hv,hv60652561,2022-07-26T08:58:46.265Z,"6 km SSW of Volcano, Hawaii",earthquake,0.17,0.19,0.191,39,reviewed,hv,hv
2014-03-12T03:42:27.460Z,19.1988333,-155.3281667,42.871,3.34,ml,53,171,,0.12,hv,hv60654236,2022-07-26T09:18:59.359Z,"15 km E of P?hala, Hawaii",earthquake,0.48,0.62,0.165,47,reviewed,hv,hv
2014-03-13T23:25:27.870Z,19.9873333,-155.8758333,9.842,3.51,ml,52,134,,0.11,hv,hv60655561,2022-07-26T09:30:28.960Z,"4 km WNW of Puako, Hawaii",earthquake,0.84,0.47,0.205,42,reviewed,hv,hv
2014-03-21T02:56:43.710Z,19.3471667,-155.0553333,8.222,3.41,ml,42,179,,0.1,hv,hv60659866,2022-07-26T10:06:25.521Z,"15 km SSE of Fern Forest, Hawaii",earthquake,0.44,0.57,0.176,44,reviewed,hv,hv
2014-03-31T02:08:03.120Z,19.815,-156.5816667,7.226,3.2,ml,35,234,,0.21,hv,hv60665116,2020-07-06T20:39:16.900Z,"63 km W of Kalaoa, Hawaii",earthquake,1.87,2.65,0.123,23,reviewed,hv,hv
2014-04-18T18:53:20.390Z,19.3485,-155.078,6.222,3.01,ml,51,164,,0.13,hv,hv60674521,2020-07-06T20:40:58.230Z,"14 km SSE of Fern Forest, Hawaii",earthquake,0.43,0.55,0.118,39,reviewed,hv,hv
2014-04-19T11:11:52.200Z,19.9873333,-155.445,41.29,3.3,ml,36,154,,0.1,hv,hv60674966,2022-07-26T13:20:15.915Z,"9 km SW of Pa‘auilo, Hawaii",earthquake,0.58,1.2,0.155,35,reviewed,hv,hv
2014-04-22T18:20:08.390Z,19.3936667,-155.249,1.793,3.05,ml,47,53,,0.08,hv,hv60676776,2022-07-26T13:33:44.395Z,"5 km SSW of Volcano, Hawaii",earthquake,0.15,0.16,0.224,27,reviewed,hv,hv
2014-05-10T01:02:49.590Z,19.4211667,-155.6316667,0.056,3.53,ml,43,113,,0.1,hv,hv60686911,2020-07-06T20:41:17.740Z,"24 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.37,0.58,0.212,42,reviewed,hv,hv
2014-05-15T18:14:31.020Z,20.024,-155.963,10.612,3.22,ml,46,232,,0.11,hv,hv60693771,2020-07-06T20:40:18.530Z,"14 km WNW of Puako, Hawaii",earthquake,1.59,0.61,0.142,38,reviewed,hv,hv
2014-05-29T02:40:18.420Z,21.6573333,-157.1456667,29.881,3.75,ml,7,223,,0.16,hv,hv60703761,2022-07-26T15:54:13.537Z,"56 km NNW of Kualapu‘u, Hawaii",earthquake,2.95,8.81,0.217,20,reviewed,hv,hv
2014-05-29T09:03:41.060Z,20.0836667,-155.8375,22.493,3.2,ml,60,129,,0.09,hv,hv60703951,2022-07-26T15:55:08.687Z,"Hawaii region, Hawaii",earthquake,0.79,1.21,0.179,37,reviewed,hv,hv
2014-06-02T01:48:13.400Z,19.2428333,-155.5213333,9.561,3.06,ml,48,58,,0.12,hv,hv60705611,2020-07-06T20:42:37.500Z,"6 km NW of P?hala, Hawaii",earthquake,0.28,0.67,0.168,42,reviewed,hv,hv
2014-06-02T12:16:14.460Z,19.389,-155.2771667,1.802,3.14,ml,55,43,,0.09,hv,hv60705846,2020-07-06T20:41:39.710Z,"7 km SW of Volcano, Hawaii",earthquake,0.15,0.16,0.212,37,reviewed,hv,hv
2014-06-07T02:42:23.050Z,21.1251667,-157.1681667,-0.123,4.1,ml,11,140,,0.13,hv,hv60708856,2022-07-26T16:36:47.506Z,"5 km ESE of Maunaloa, Hawaii",earthquake,1.16,0.62,0.184,33,reviewed,hv,hv
2014-06-19T22:43:41.380Z,19.3671667,-155.2328333,29.581,3.35,ml,55,51,,0.12,hv,hv60716611,2020-07-06T20:42:32.210Z,"8 km S of Volcano, Hawaii",earthquake,0.39,0.41,0.144,28,reviewed,hv,hv
2014-06-21T08:25:45.660Z,19.3905,-155.247,1.614,3.08,ml,51,52,,0.08,hv,hv60717586,2022-07-26T17:44:56.444Z,"5 km SSW of Volcano, Hawaii",earthquake,0.16,0.19,0.187,33,reviewed,hv,hv
2014-06-28T15:37:47.240Z,19.357,-155.0983333,7.877,3.5,ml,46,144,,0.08,hv,hv60722046,2022-07-26T18:26:27.421Z,"12 km SSE of Fern Forest, Hawaii",earthquake,0.47,0.33,0.164,52,reviewed,hv,hv
2014-07-11T11:13:56.300Z,21.0656667,-155.8983333,33.377,3.06,ml,5,240,,0.11,hv,hv60730086,2020-07-06T20:42:39.580Z,"34 km NE of Wailua, Hawaii",earthquake,3.94,5.96,0.205,10,reviewed,hv,hv
2014-07-13T04:17:01.830Z,19.515,-156.517,39.963,3.26,ml,24,285,,0.14,hv,hv60731266,2020-07-06T20:42:03.510Z,"56 km WSW of Kailua-Kona, Hawaii",earthquake,1.62,2.81,0.179,23,reviewed,hv,hv
2014-07-13T21:57:30.210Z,19.4298333,-155.622,-0.136,3.19,ml,46,115,,0.1,hv,hv60731696,2020-07-06T20:42:27.370Z,"25 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.34,0.58,0.214,39,reviewed,hv,hv
2014-08-05T10:07:59.560Z,19.6433333,-156.2905,25.523,3.2,ml,17,271,,0.18,hv,hv60747871,2022-07-26T21:30:22.369Z,"30 km W of Kailua-Kona, Hawaii",earthquake,1.62,2.84,0.195,42,reviewed,hv,hv
2014-08-06T01:07:13.430Z,19.9533333,-155.0975,38.121,3.04,ml,9,267,,0.15,hv,hv60748166,2020-07-06T20:41:31.980Z,"9 km NNE of Honomu, Hawaii",earthquake,1.74,1.37,0.137,35,reviewed,hv,hv
2014-08-07T16:24:04.210Z,20.0788333,-155.7935,15.276,4.47,ml,50,121,,0.14,hv,hv60748981,2022-07-26T21:43:23.633Z,"12 km NNE of Puako, Hawaii",earthquake,0.46,0.95,0.154,45,reviewed,hv,hv
2014-08-12T07:47:43.530Z,20.1567,-155.19,22.72,4,ml,,224,0.462,0.67,us,usb000s268,2022-07-26T22:04:05.199Z,"19 km NNE of Laup?hoehoe, Hawaii",earthquake,,9.4,0.056,44,reviewed,us,us
2014-08-13T06:28:17.410Z,20.2851,-155.4614,32.01,3.5,ml,,204,0.337,0.39,us,usb000s2bi,2022-07-26T22:09:14.748Z,"21 km NNE of Kukuihaele, Hawaii",earthquake,,9.5,0.052,50,reviewed,us,us
2014-08-22T12:37:17.790Z,20.7936667,-157.5905,6.096,4.16,ml,7,180,,0.07,hv,hv60755221,2022-07-26T22:59:40.151Z,"54 km SW of Maunaloa, Hawaii",earthquake,1.34,0.88,0.243,33,reviewed,hv,hv
2014-08-24T09:59:19.760Z,21.0496667,-155.619,5.877,3.46,ml,9,258,,0.1,hv,hv60756346,2022-07-26T23:12:17.031Z,"50 km NE of Hana, Hawaii",earthquake,2.76,3.46,0.135,25,reviewed,hv,hv
2014-10-13T04:43:51.170Z,19.1608333,-155.5965,4.518,4,ml,56,102,,0.19,hv,hv60788561,2022-07-27T04:42:11.483Z,"10 km N of Wai‘?hinu, Hawaii",earthquake,0.32,0.8,0.171,41,reviewed,hv,hv
2014-11-10T15:39:08.080Z,19.7448333,-156.0646667,9.901,3.77,ml,17,237,,0.2,hv,hv60800231,2022-07-27T07:16:43.062Z,"8 km WNW of Kalaoa, Hawaii",earthquake,1.13,0.52,0.198,41,reviewed,hv,hv
2014-11-15T07:06:15.740Z,19.314,-155.2183333,7.364,3.63,ml,64,83,,0.09,hv,hv60802421,2022-07-27T07:39:43.889Z,"14 km S of Volcano, Hawaii",earthquake,0.29,0.31,0.162,40,reviewed,hv,hv
2014-11-22T17:58:05.490Z,19.8225,-156.2076667,4.683,3.34,ml,22,263,,0.24,hv,hv60805476,2022-07-27T08:27:12.070Z,"25 km WNW of Kalaoa, Hawaii",earthquake,1.73,1.32,0.174,23,reviewed,hv,hv
2014-11-23T17:35:39.900Z,19.4265,-155.26,0.733,3.34,ml,55,45,,0.08,hv,hv60805876,2022-07-27T08:31:07.811Z,"3 km WSW of Volcano, Hawaii",earthquake,0.14,0.11,0.143,24,reviewed,hv,hv
2014-11-24T08:48:53.410Z,19.5418333,-156.3588333,36.422,3.12,ml,16,273,,0.14,hv,hv60806251,2020-07-06T20:44:54.900Z,"Hawaii region, Hawaii",earthquake,1.69,3.58,0.183,22,reviewed,hv,hv
2014-11-30T22:46:30.180Z,19.5246667,-156.4638333,37.233,3.46,ml,20,244,,0.17,hv,hv60809551,2020-07-06T20:44:06.990Z,"50 km WSW of Kailua-Kona, HI",earthquake,1.41,2.46,0.182,32,reviewed,hv,hv
2014-12-13T06:42:49.160Z,19.7535,-156.5263333,10.783,4.19,ml,27,241,,0.21,hv,hv60816506,2020-07-06T20:45:24.620Z,"56 km WNW of Kailua-Kona, Hawaii",earthquake,2.2,4.2,0.191,40,reviewed,hv,hv
2015-01-06T13:01:03.600Z,19.9096667,-155.9273333,43.501,3.17,ml,58,194,,0.11,hv,hv60827066,2022-07-27T12:43:58.592Z,"11 km SW of Puako, Hawaii",earthquake,0.69,0.9,0.188,26,reviewed,hv,hv
2015-01-19T10:30:10.190Z,20.0336667,-155.4661667,11.643,3.5,ml,59,173,,0.11,hv,hv60836076,2022-07-27T15:36:18.960Z,"5 km S of Honoka‘a, Hawaii",earthquake,0.46,0.42,0.173,38,reviewed,hv,hv
2015-01-24T08:30:22.040Z,19.3331667,-155.1201667,6.838,3.88,ml,47,134,,0.09,hv,hv60839711,2022-07-27T16:19:26.622Z,"14 km S of Fern Forest, Hawaii",earthquake,0.34,0.58,0.141,35,reviewed,hv,hv
2015-01-29T10:06:23.760Z,19.3605,-155.0856667,7.367,3.24,ml,46,150,,0.1,hv,hv60842566,2022-07-27T17:46:38.331Z,"12 km SSE of Fern Forest, Hawaii",earthquake,0.45,0.5,0.123,34,reviewed,hv,hv
2015-02-01T06:29:34.380Z,19.2855,-155.2033333,8.419,3.01,ml,52,147,,0.1,hv,hv60844376,2020-07-06T20:47:19.430Z,"17 km S of Volcano, Hawaii",earthquake,0.32,0.45,0.188,32,reviewed,hv,hv
2015-02-05T03:26:27.840Z,19.3838333,-155.2788333,1.438,3.37,ml,46,45,,0.11,hv,hv60846476,2020-07-06T20:46:16.550Z,"8 km SW of Volcano, Hawaii",earthquake,0.14,0.14,0.217,30,reviewed,hv,hv
2015-02-09T18:16:15.590Z,19.3716667,-155.3418333,12.419,4.25,ml,58,46,,0.1,hv,hv60848586,2022-07-27T20:04:59.502Z,"13 km SW of Volcano, Hawaii",earthquake,0.24,0.17,0.17,36,reviewed,hv,hv
2015-02-16T22:49:44.040Z,20.0101667,-155.378,6.863,3.2,ml,12,204,,0.16,hv,hv60853201,2022-07-27T21:31:20.765Z,"3 km SSW of Pa‘auilo, Hawaii",earthquake,0.77,1.01,0.153,33,reviewed,hv,hv
2015-02-16T23:40:56.190Z,20.0051667,-155.3891667,8.273,3.28,ml,12,202,,0.19,hv,hv60853251,2020-07-06T20:46:37.930Z,"4 km SSW of Pa‘auilo, Hawaii",earthquake,0.86,0.87,0.133,32,reviewed,hv,hv
2015-02-17T13:17:42.730Z,19.686,-156.4811667,11.258,3.92,ml,22,284,,0.15,hv,hv60853801,2020-07-06T20:46:37.740Z,"50 km W of Kailua-Kona, Hawaii",earthquake,3.35,4.99,0.202,41,reviewed,hv,hv
2015-03-02T02:05:53.000Z,18.3037,-156.1275,24.9,3.4,ml,,324,0.8,0.88,us,usc000tub8,2020-07-06T20:45:53.610Z,"92 km SSW of Hawaiian Ocean View, Hawaii",earthquake,7.3,9.9,0.2,30,reviewed,hv,hv
2015-03-06T08:54:40.290Z,20.0175,-155.8983333,26.265,3.09,ml,10,224,,0.1,hv,hv60866726,2022-08-07T07:51:39.985Z,"8 km NW of Puako, Hawaii",earthquake,0.85,1.48,0.228,22,reviewed,hv,hv
2015-03-06T10:22:32.980Z,19.6786667,-155.98,12.33,3.72,ml,20,148,,0.15,hv,hv60866736,2020-07-06T20:47:12.660Z,"4 km NNE of Kailua-Kona, Hawaii",earthquake,0.77,0.36,0.204,34,reviewed,hv,hv
2015-03-31T10:08:08.420Z,19.4186667,-155.6145,-1.792,3.31,ml,50,78,,0.17,hv,hv60883896,2020-07-06T20:47:36.170Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.29,0.53,0.243,38,reviewed,hv,hv
2015-04-05T10:16:58.950Z,20.1348333,-155.8103333,23.807,3.27,ml,32,140,,0.11,hv,hv60887101,2022-07-28T06:23:01.844Z,"11 km S of Kapaau, Hawaii",earthquake,0.58,0.9,0.156,24,reviewed,hv,hv
2015-04-05T13:23:52.110Z,19.7483333,-156.1013333,8.466,4.48,ml,32,244,,0.17,hv,hv60887176,2022-07-28T06:27:25.133Z,"12 km W of Kalaoa, Hawaii",earthquake,1.31,0.94,0.24,38,reviewed,hv,hv
2015-04-06T11:53:49.250Z,19.4176667,-155.6148333,-1.272,3.15,ml,49,79,,0.15,hv,hv60888036,2020-07-06T20:47:37.110Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.29,0.5,0.16,31,reviewed,hv,hv
2015-04-16T10:49:47.240Z,19.3193333,-156.6761667,6.579,3.76,ml,20,266,,0.18,hv,hv60896296,2020-07-06T20:47:53.120Z,"79 km WSW of Kailua-Kona, Hawaii",earthquake,3.51,4.47,0.158,44,reviewed,hv,hv
2015-04-21T07:18:15.160Z,20.936,-156.0808333,13.237,3.22,ml,12,217,,0.12,hv,hv60899531,2020-07-06T20:48:54.160Z,"11 km NNE of Wailua, Hawaii",earthquake,3.7,4,0.131,14,reviewed,hv,hv
2015-04-24T07:38:11.730Z,19.4045,-155.2648333,-0.024,3.04,ml,27,35,,0.08,hv,hv60902201,2020-07-06T20:48:06.260Z,"5 km SW of Volcano, Hawaii",earthquake,0.12,0.14,0.227,15,reviewed,hv,hv
2015-04-26T03:06:52.660Z,19.4033333,-155.268,0.31,3.15,ml,28,29,,0.07,hv,hv60904296,2022-07-31T01:42:57.834Z,"5 km SW of Volcano, Hawaii",earthquake,0.11,0.11,0.228,14,reviewed,hv,hv
2015-04-29T17:35:00.440Z,19.404,-155.2605,-0.114,3.02,ml,39,33,,0.12,hv,hv60908871,2022-07-31T02:54:44.983Z,"5 km SSW of Volcano, Hawaii",earthquake,0.12,0.12,0.202,23,reviewed,hv,hv
2015-04-29T19:15:59.670Z,19.334,-155.1305,6.588,3.38,ml,49,120,,0.09,hv,hv60909026,2022-07-31T02:57:35.560Z,"14 km S of Fern Forest, Hawaii",earthquake,0.38,0.6,0.133,34,reviewed,hv,hv
2015-04-29T23:08:54.780Z,19.3818333,-155.2445,0.571,3.15,ml,26,79,,0.09,hv,hv60909371,2020-07-06T20:49:07.800Z,"6 km S of Volcano, Hawaii",earthquake,0.17,0.19,0.129,17,reviewed,hv,hv
2015-05-01T02:00:33.630Z,19.3831667,-155.2396667,1.606,3.03,ml,28,80,,0.14,hv,hv60910911,2020-07-06T20:48:23.890Z,"6 km S of Volcano, Hawaii",earthquake,0.23,0.26,0.208,21,reviewed,hv,hv
2015-05-01T19:30:32.210Z,19.3868333,-155.2441667,1.789,3.15,ml,29,74,,0.08,hv,hv60912081,2020-07-06T20:47:47.770Z,"6 km S of Volcano, Hawaii",earthquake,0.19,0.21,0.222,25,reviewed,hv,hv
2015-05-04T14:42:10.350Z,19.385,-155.2415,1.916,3.58,ml,29,78,,0.07,hv,hv60916001,2022-07-31T04:08:26.399Z,"6 km S of Volcano, Hawaii",earthquake,0.21,0.24,0.17,25,reviewed,hv,hv
2015-05-09T12:18:48.280Z,19.1426667,-155.5933333,7.888,4.46,ml,63,120,,0.23,hv,hv60922676,2022-07-31T05:25:23.365Z,"Island of Hawaii, Hawaii",earthquake,0.47,0.57,0.153,40,reviewed,hv,hv
2015-05-12T01:40:41.200Z,19.383,-155.2788333,1.418,3.13,ml,47,45,,0.07,hv,hv60926121,2022-07-31T05:55:37.634Z,"8 km SW of Volcano, Hawaii",earthquake,0.15,0.15,0.224,29,reviewed,hv,hv
2015-05-15T18:37:02.530Z,19.393,-155.2763333,1.797,3.19,ml,30,42,,0.09,hv,hv60934801,2022-07-31T07:06:41.419Z,"7 km SW of Volcano, Hawaii",earthquake,0.18,0.18,0.21,29,reviewed,hv,hv
2015-05-15T20:52:23.550Z,19.3836667,-155.2796667,1.658,3,ml,29,44,,0.08,hv,hv60935226,2020-07-06T20:49:18.210Z,"8 km SW of Volcano, Hawaii",earthquake,0.17,0.18,0.214,28,reviewed,hv,hv
2015-05-16T19:05:57.500Z,19.3821667,-155.2501667,0.384,3.09,ml,44,47,,0.09,hv,hv60937796,2020-07-06T20:47:50.500Z,"6 km SSW of Volcano, Hawaii",earthquake,0.13,0.11,0.153,21,reviewed,hv,hv
2015-05-17T18:42:43.930Z,19.3761667,-155.251,-0.656,3.33,ml,44,49,,0.17,hv,hv60939036,2022-07-31T07:33:31.444Z,"7 km SSW of Volcano, Hawaii",earthquake,0.16,0.18,0.161,24,reviewed,hv,hv
2015-05-17T20:17:24.370Z,20.168,-155.823,23.627,3.37,ml,9,155,,0.09,hv,hv60939121,2022-07-31T07:34:20.714Z,"7 km SSW of Kapaau, Hawaii",earthquake,0.72,0.77,0.168,30,reviewed,hv,hv
2015-05-19T12:24:35.530Z,20.0996667,-156.2148333,5.987,3.03,ml,17,203,,0.17,hv,hv60940576,2022-07-31T07:57:58.233Z,"42 km WNW of Puako, Hawaii",earthquake,1.02,1.63,0.143,17,reviewed,hv,hv
2015-05-31T07:40:00.680Z,20.1111667,-156.151,6.277,3.13,ml,23,190,,0.18,hv,hv60949891,2020-07-06T20:51:12.460Z,"36 km WSW of H?w?, Hawaii",earthquake,0.89,1.45,0.193,14,reviewed,hv,hv
2015-05-31T21:59:48.030Z,19.3015,-155.2126667,8.2,3.6,ml,51,109,,0.08,hv,hv60950356,2022-07-31T10:33:04.255Z,"Island of Hawaii, Hawaii",earthquake,0.3,0.47,0.217,34,reviewed,hv,hv
2015-06-05T00:27:08.730Z,19.3365,-155.1778333,7.509,3.18,ml,51,82,,0.07,hv,hv60953236,2020-07-06T20:51:12.650Z,"13 km SSE of Volcano, Hawaii",earthquake,0.33,0.48,0.191,37,reviewed,hv,hv
2015-06-28T08:10:10.480Z,19.335,-155.2093333,7.714,5.2,ml,63,74,,0.09,hv,hv60968241,2022-08-07T08:05:48.865Z,"12 km SSE of Volcano, Hawaii",earthquake,0.27,0.23,0.178,21,reviewed,hv,hv
2015-06-28T08:54:47.480Z,19.3125,-155.2041667,8.248,3.2,ml,52,102,,0.09,hv,hv60968306,2022-07-31T15:33:19.596Z,"14 km SSE of Volcano, Hawaii",earthquake,0.28,0.39,0.22,38,reviewed,hv,hv
2015-07-28T18:47:59.250Z,19.4306667,-155.6228333,0.026,3.29,ml,45,115,,0.11,hv,hv60992381,2020-07-06T20:51:38.090Z,"25 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.37,0.63,0.2,36,reviewed,hv,hv
